id,title,type,release_year,runtime,genres,production_countries,imdb_score,imdb_votes,tmdb_popularity,tmdb_score
tm417392,The King,MOVIE,2019-01-01,140,"['drama', 'history', 'war', 'romance']","['AU', 'US']",7.3,135289.0,17.991,7.162
tm847805,Ludo,MOVIE,2020-01-01,150,"['crime', 'action', 'comedy', 'drama']",['IN'],7.6,37528.0,14.904,7.3
tm461366,The Coldest Game,MOVIE,2019-01-01,103,"['thriller', 'drama', 'sport', 'history', 'european']",['PL'],6.2,11493.0,14.172,6.224
tm332071,Velvet Buzzsaw,MOVIE,2019-01-01,112,"['horror', 'thriller', 'comedy']",['US'],5.7,62971.0,9.726,5.359
tm474618,A Tale of Two Kitchens,MOVIE,2019-01-01,29,['documentation'],"['MX', 'US']",6.5,145.0,3.169,6.235
tm887450,Made You Look: A True Story About Fake Art,MOVIE,2020-01-01,90,"['documentation', 'crime']","['CA', 'US']",7.0,4511.0,7.197,6.991
ts236747,Middleditch & Schwartz,SHOW,2020-01-01,51,['comedy'],['US'],8.6,5631.0,4.577,7.969
tm932609,The Binding,MOVIE,2020-01-01,93,"['horror', 'thriller', 'drama']",['IT'],4.8,4375.0,15.913,5.437
tm814644,Coffee & Kareem,MOVIE,2020-01-01,88,"['action', 'comedy', 'crime']",['US'],5.1,14008.0,11.234,5.5
tm443179,All the Bright Places,MOVIE,2020-01-01,108,"['romance', 'drama']",['US'],6.5,28355.0,76.546,7.699
ts89291,Mythomaniac,SHOW,2019-01-01,46,"['drama', 'comedy']",['FR'],6.8,1429.0,4.594,5.6
tm843143,Whipped,MOVIE,2020-01-01,97,"['drama', 'romance', 'comedy']",['ID'],4.1,657.0,2.342,6.4
tm828369,Lunana: A Yak in the Classroom,MOVIE,2020-01-01,109,"['drama', 'family']","['BT', 'CN']",7.4,4752.0,13.957,7.382
tm835305,Dancing with the Birds,MOVIE,2019-01-01,51,['documentation'],['US'],0.0,0.0,7.691,7.7
ts225430,Mystic Pop-up Bar,SHOW,2020-01-01,68,"['comedy', 'drama', 'scifi', 'fantasy']",['KR'],8.0,2390.0,11.586,7.964
tm823459,Léa & I,MOVIE,2019-01-01,84,['documentation'],['US'],6.5,224.0,4.254,5.5
tm368699,The Devil All the Time,MOVIE,2020-01-01,138,"['drama', 'thriller', 'crime', 'horror']",['US'],7.1,122321.0,23.387,7.2
ts306187,Family Reunion,SHOW,2019-01-01,29,"['comedy', 'family']",['US'],6.6,3177.0,30.006,8.338
ts237560,Jeffrey Epstein: Filthy Rich,SHOW,2020-01-01,57,"['crime', 'documentation']",['US'],7.1,25858.0,12.073,7.168
ts90356,Terrace House: Tokyo 2019-2020,SHOW,2019-01-01,44,"['reality', 'drama']",['JP'],7.4,746.0,6.605,6.8
ts88721,Special,SHOW,2019-01-01,30,"['comedy', 'drama']",['US'],7.6,9821.0,6.203,6.5
ts269157,Room 2806: The Accusation,SHOW,2020-01-01,49,"['documentation', 'crime']",['FR'],7.0,2405.0,4.144,6.9
ts121489,Two Sentence Horror Stories,SHOW,2019-01-01,22,"['horror', 'thriller', 'drama']",['US'],5.6,2080.0,14.061,5.75
tm436630,10 Minutes Gone,MOVIE,2019-01-01,89,"['thriller', 'crime', 'action']","['CA', 'US']",3.6,4022.0,12.554,5.5
tm502532,Fantastic Fungi,MOVIE,2019-01-01,81,['documentation'],['US'],7.4,9970.0,11.589,7.2
tm887052,Father Soldier Son,MOVIE,2020-01-01,99,"['war', 'documentation']",['US'],7.3,984.0,11.058,6.337
ts221851,The Lies Within,SHOW,2019-01-01,60,"['thriller', 'drama', 'crime']",['KR'],7.0,450.0,6.662,6.9
tm498034,The Last Blockbuster,MOVIE,2020-01-01,86,['documentation'],['US'],6.7,5912.0,6.649,6.479
tm466255,Kevin Hart: Irresponsible,MOVIE,2019-01-01,60,['comedy'],['US'],6.5,4769.0,5.909,6.7
ts255926,Dash & Lily,SHOW,2020-01-01,25,"['comedy', 'drama', 'romance']",['US'],7.5,16978.0,13.671,8.065
tm845437,Disclosure,MOVIE,2020-01-01,108,['documentation'],['US'],8.2,5711.0,17.797,8.022
ts129445,The Spy,SHOW,2019-01-01,53,"['drama', 'history']",['FR'],7.9,44358.0,16.201,7.517
tm935895,The Life Ahead,MOVIE,2020-01-01,94,"['drama', 'european']","['IT', 'US']",6.8,14695.0,9.191,6.7
tm452996,"Ken Jeong: You Complete Me, Ho",MOVIE,2019-01-01,62,['comedy'],['US'],5.7,2472.0,5.722,6.0
ts88909,Glow Up: Britain's Next Make-Up Star,SHOW,2019-01-01,54,['reality'],['GB'],6.9,2559.0,10.114,6.6
ts256297,The Devil Punisher,SHOW,2020-01-01,70,"['scifi', 'fantasy', 'romance']",['TW'],5.8,182.0,5.946,7.2
tm916997,Work It,MOVIE,2020-01-01,93,"['comedy', 'music']",['US'],6.1,14234.0,12.755,7.6
tm892081,Eric Andre: Legalize Everything,MOVIE,2020-01-01,52,['comedy'],['US'],6.2,2605.0,3.716,6.107
ts252166,Private Lives,SHOW,2020-01-01,67,"['action', 'crime', 'romance', 'thriller', 'drama']",['KR'],6.5,692.0,5.394,5.8
ts215683,The Untamed,SHOW,2019-01-01,44,"['action', 'drama', 'fantasy', 'horror', 'romance', 'comedy']",['CN'],8.8,7131.0,58.031,8.3
tm443186,Generation Iron 3,MOVIE,2019-01-01,75,['documentation'],['US'],5.9,2493.0,3.4,6.6
ts225101,Start-Up,SHOW,2020-01-01,80,"['drama', 'comedy', 'romance']",['KR'],8.0,11556.0,30.443,8.444
tm484989,The Influence,MOVIE,2019-01-01,99,"['documentation', 'horror', 'european']",['ES'],4.6,3927.0,13.846,4.812
tm453098,Svaha: The Sixth Finger,MOVIE,2019-01-01,122,"['thriller', 'crime', 'horror']",['KR'],6.2,4270.0,13.237,6.563
ts90980,It's Bruno!,SHOW,2019-01-01,15,['comedy'],['US'],7.5,3075.0,4.691,6.7
tm824331,Can You Keep a Secret?,MOVIE,2019-01-01,94,"['romance', 'comedy']",['US'],5.3,18526.0,18.218,6.5
ts226468,Summertime,SHOW,2020-01-01,43,"['drama', 'romance']",['IT'],6.1,2919.0,69.87,6.9
tm423140,Avengement,MOVIE,2019-01-01,88,"['action', 'crime', 'thriller']",['GB'],6.6,17506.0,17.692,6.8
ts258169,Holiday Home Makeover with Mr. Christmas,SHOW,2020-01-01,38,['reality'],['US'],5.9,320.0,5.49,6.7
tm464351,The Last Thing He Wanted,MOVIE,2020-01-01,116,"['drama', 'thriller', 'crime']","['GB', 'US']",4.3,15916.0,13.15,4.9
ts224891,Followers,SHOW,2020-01-01,40,"['drama', 'comedy']",['JP'],0.0,0.0,2.738,7.0
tm461829,The Hard Way,MOVIE,2019-01-01,92,"['action', 'thriller']",['US'],4.8,3502.0,18.205,5.5
ts89282,Toy Boy,SHOW,2019-01-01,61,"['drama', 'thriller', 'action', 'crime']",['ES'],6.5,7953.0,27.721,7.671
tm843444,Da 5 Bloods,MOVIE,2020-01-01,156,"['drama', 'war']",['US'],6.5,52740.0,16.815,6.555
tm821789,Mank,MOVIE,2020-01-01,131,"['comedy', 'drama', 'history']",['US'],6.8,77389.0,14.44,6.761
tm820116,Street Flow,MOVIE,2019-01-01,95,"['drama', 'crime']",['FR'],6.4,1623.0,8.636,7.0
ts215378,Love 101,SHOW,2020-01-01,46,"['comedy', 'drama', 'romance']",['TR'],7.4,15426.0,18.865,8.03
ts86165,The Society,SHOW,2019-01-01,56,"['drama', 'scifi', 'thriller']",['US'],7.1,32272.0,21.541,7.64
tm849022,Hillbilly Elegy,MOVIE,2020-01-01,117,['drama'],['US'],6.7,43593.0,11.55,6.8
tm886464,The Wrong Missy,MOVIE,2020-01-01,90,"['romance', 'comedy']",['US'],5.7,41505.0,24.664,6.2
ts251779,Missing: The Other Side,SHOW,2020-01-01,67,"['thriller', 'scifi', 'drama', 'fantasy']",['KR'],7.8,692.0,31.97,6.8
ts251560,Do Do Sol Sol La La Sol,SHOW,2020-01-01,60,"['drama', 'comedy', 'romance', 'music']",['KR'],7.3,1928.0,7.015,6.7
tm881859,A Secret Love,MOVIE,2020-01-01,83,"['documentation', 'drama']",['US'],7.8,4633.0,9.224,7.4
ts190462,Gentefied,SHOW,2020-01-01,30,"['comedy', 'drama']",['US'],7.5,2873.0,2.895,7.5
ts89679,A Thousand Goodnights,SHOW,2019-01-01,71,['drama'],['TW'],7.0,105.0,9.578,5.1
tm368350,Jonaki,MOVIE,2019-01-01,90,"['drama', 'european']","['SG', 'FR', 'IN']",6.8,269.0,1.573,6.2
ts223238,My Holo Love,SHOW,2020-01-01,53,"['scifi', 'drama', 'romance']",['KR'],7.6,2864.0,19.218,8.6
tm948607,Midnight at the Magnolia,MOVIE,2020-01-01,87,"['comedy', 'romance']",['CA'],5.8,5837.0,11.604,6.3
ts225912,Biohackers,SHOW,2020-01-01,42,"['action', 'thriller', 'drama', 'scifi']",['DE'],6.8,10381.0,9.779,7.419
ts226403,The Circle Brazil,SHOW,2020-01-01,50,['reality'],['BR'],6.8,816.0,1.946,6.409
tm470560,Circus of Books,MOVIE,2020-01-01,92,"['documentation', 'history']",['US'],7.1,4780.0,9.232,7.0
tm461349,Stars in the Sky: A Hunting Story,MOVIE,2020-01-01,69,['documentation'],['US'],7.2,374.0,3.025,4.8
tm847085,The Social Dilemma,MOVIE,2020-01-01,94,"['drama', 'documentation']",['US'],7.6,84802.0,17.343,7.502
ts223192,Hospital Playlist,SHOW,2020-01-01,92,"['comedy', 'drama']",['KR'],8.8,6035.0,35.969,8.4
ts105825,The Valhalla Murders,SHOW,2019-01-01,47,"['crime', 'drama', 'thriller', 'scifi']",['IS'],7.1,14925.0,12.24,6.775
ts83810,Cannon Busters,SHOW,2019-01-01,24,"['scifi', 'action', 'fantasy', 'animation']","['JP', 'US', 'FR']",6.7,1270.0,7.046,5.979
tm931330,BLACKPINK: Light Up the Sky,MOVIE,2020-01-01,79,"['documentation', 'music']",['US'],7.3,6875.0,23.33,8.278
ts236725,Lenox Hill,SHOW,2020-01-01,48,['documentation'],['US'],8.7,2441.0,7.965,6.8
tm977772,40 Sticks,MOVIE,2020-01-01,93,['thriller'],['KE'],5.5,122.0,2.593,6.0
tm898169,If Anything Happens I Love You,MOVIE,2020-01-01,13,['drama'],['US'],0.0,0.0,12.075,7.767
ts106141,The Chosen One,SHOW,2019-01-01,44,"['thriller', 'drama']",['BR'],5.8,720.0,9.538,8.2
ts214718,At Eighteen,SHOW,2019-01-01,55,"['drama', 'comedy']",['KR'],0.0,0.0,9.279,6.5
ts236850,Children of Adam,SHOW,2020-01-01,41,"['action', 'drama']",['LB'],7.7,224.0,5.195,8.5
tm514494,Offering to the Storm,MOVIE,2020-01-01,139,"['crime', 'thriller', 'european']","['ES', 'DE']",6.2,6893.0,15.783,6.5
tm459789,The Lovebirds,MOVIE,2020-01-01,86,"['comedy', 'romance', 'action', 'crime', 'thriller']",['US'],6.1,26705.0,8.947,6.1
ts83491,WHAT / IF,SHOW,2019-01-01,52,"['drama', 'thriller', 'romance']",['US'],6.3,15975.0,23.577,6.5
tm372035,Paris Is Us,MOVIE,2019-01-01,84,"['drama', 'european']",['FR'],4.6,1469.0,7.056,4.3
tm898759,Fatal Affair,MOVIE,2020-01-01,89,"['thriller', 'crime', 'drama']",['US'],4.6,6318.0,9.982,5.734
ts255880,Dream Home Makeover,SHOW,2020-01-01,28,['reality'],['US'],5.7,1400.0,9.468,6.6
ts223759,Killer Inside: The Mind of Aaron Hernandez,SHOW,2020-01-01,67,"['crime', 'documentation', 'sport']",['US'],7.4,17873.0,9.024,7.21
tm426630,Soni,MOVIE,2019-01-01,97,"['drama', 'crime']",['IN'],7.1,2896.0,3.044,6.719
ts219162,Inside Bill's Brain: Decoding Bill Gates,SHOW,2019-01-01,53,['documentation'],['US'],7.8,11250.0,8.479,7.4
ts106536,White Lines,SHOW,2020-01-01,55,"['crime', 'drama', 'thriller']",['GB'],6.6,17527.0,11.439,6.8
ts82739,Women of the Night,SHOW,2019-01-01,47,"['drama', 'crime']","['BE', 'NL']",6.4,955.0,17.263,6.933
ts83082,Living with Yourself,SHOW,2019-01-01,27,"['comedy', 'drama', 'scifi']",['US'],7.2,32941.0,10.295,6.729
ts250871,The Business of Drugs,SHOW,2020-01-01,43,"['crime', 'documentation']",['US'],7.2,1758.0,7.642,7.0
ts88744,Losers,SHOW,2019-01-01,8,"['documentation', 'sport', 'comedy', 'european']",['GB'],7.6,1872.0,2.313,7.536
tm858416,Guilty,MOVIE,2020-01-01,119,"['drama', 'thriller']",['IN'],0.0,0.0,8.621,6.684
tm453903,Elisa & Marcela,MOVIE,2019-01-01,118,"['drama', 'romance', 'european']",['ES'],6.6,5293.0,8.202,7.3
tm973536,Kevin Hart: Zero F**ks Given,MOVIE,2020-01-01,69,['comedy'],['US'],6.1,3581.0,6.955,6.862
ts224907,Backstreet Rookie,SHOW,2020-01-01,62,"['comedy', 'drama', 'romance', 'action']",['KR'],7.5,3259.0,29.853,7.4
tm855827,Pete Davidson: Alive from New York,MOVIE,2020-01-01,49,['comedy'],['US'],6.1,4406.0,6.148,6.1
tm918701,Don't Listen,MOVIE,2020-01-01,97,"['horror', 'thriller', 'drama', 'european']",['ES'],0.0,0.0,24.085,6.552
ts87986,Dolly Parton's Heartstrings,SHOW,2019-01-01,65,"['drama', 'music', 'comedy']",['US'],7.6,2107.0,7.496,7.2
tm355413,The Informer,MOVIE,2019-01-01,109,"['thriller', 'drama', 'action', 'crime']","['GB', 'US']",6.6,38943.0,18.095,6.516
tm498803,Spenser Confidential,MOVIE,2020-01-01,111,"['action', 'comedy', 'crime', 'drama', 'thriller']",['US'],6.2,91246.0,25.552,6.536
ts219080,Caliphate,SHOW,2020-01-01,48,"['war', 'drama', 'crime', 'thriller']",['SE'],8.2,19637.0,7.624,7.3
tm947555,Sarah Cooper: Everything's Fine,MOVIE,2020-01-01,49,['comedy'],['US'],5.5,1782.0,4.819,5.4
tm845512,Horse Girl,MOVIE,2020-01-01,104,['drama'],['US'],0.0,0.0,9.965,5.6
tm824559,"Bikram: Yogi, Guru, Predator",MOVIE,2019-01-01,86,"['crime', 'documentation']",['US'],6.7,7893.0,8.901,6.4
ts268799,Equinox,SHOW,2020-01-01,46,"['scifi', 'drama']",['DK'],0.0,0.0,13.447,7.414
ts218176,The Big Show Show,SHOW,2020-01-01,26,"['comedy', 'family']",['US'],6.3,2559.0,8.29,7.5
ts226617,The Innocence Files,SHOW,2020-01-01,64,"['documentation', 'crime', 'drama']",['US'],8.0,2622.0,2.075,7.2
tm833638,The Forest of Love,MOVIE,2019-01-01,151,"['thriller', 'crime', 'drama', 'horror']",['JP'],6.3,2695.0,12.937,6.5
tm439163,Brahms: The Boy II,MOVIE,2020-01-01,86,"['horror', 'thriller', 'drama']","['CA', 'CN', 'US', 'AU']",4.7,18593.0,26.712,5.993
tm894619,Feel the Beat,MOVIE,2020-01-01,109,"['comedy', 'drama', 'family']","['CA', 'US']",6.3,12033.0,15.915,7.659
tm470378,ReMastered: Devil at the Crossroads,MOVIE,2019-01-01,48,"['music', 'documentation']",['US'],7.0,2905.0,6.374,6.9
ts221151,Living Undocumented,SHOW,2019-01-01,43,['documentation'],['US'],7.0,595.0,2.163,6.6
tm450462,Petta,MOVIE,2019-01-01,172,"['drama', 'action']",['IN'],7.3,9778.0,8.616,7.2
tm863890,Rising High,MOVIE,2020-01-01,94,"['drama', 'comedy']",['DE'],6.0,5285.0,14.302,6.7
tm464527,ReMastered: The Miami Showband Massacre,MOVIE,2019-01-01,70,"['documentation', 'crime', 'music']",[],6.9,1482.0,2.137,6.7
tm952590,What Lies Below,MOVIE,2020-01-01,87,"['thriller', 'scifi', 'drama', 'horror']",['US'],4.4,7814.0,33.48,5.3
tm838687,Holiday in the Wild,MOVIE,2019-01-01,85,"['comedy', 'documentation', 'drama', 'romance']",['US'],6.1,16172.0,9.068,6.5
tm819107,Aziz Ansari: Right Now,MOVIE,2019-01-01,65,['comedy'],['US'],7.5,5286.0,5.032,7.256
ts223456,Pandemic: How to Prevent an Outbreak,SHOW,2020-01-01,48,['documentation'],['US'],6.4,2820.0,14.678,6.9
tm458363,Juanita,MOVIE,2019-01-01,90,['drama'],['US'],6.0,2463.0,6.411,5.3
tm845532,Mucho Mucho Amor: The Legend of Walter Mercado,MOVIE,2020-01-01,96,['documentation'],['US'],7.3,3389.0,10.145,7.5
ts225379,The Good Detective,SHOW,2020-01-01,67,"['drama', 'thriller', 'crime']",['KR'],0.0,0.0,9.09,8.8
ts224859,The Pharmacist,SHOW,2020-01-01,54,"['documentation', 'crime']",['US'],7.7,7742.0,2.686,7.8
ts254817,A Perfect Crime,SHOW,2020-01-01,43,"['crime', 'documentation']",['DE'],7.3,1394.0,8.432,7.2
tm826875,Back to School,MOVIE,2019-01-01,83,['comedy'],['FR'],5.3,1318.0,7.688,5.412
ts236332,Absurd Planet,SHOW,2020-01-01,20,['documentation'],['US'],3.9,1571.0,8.937,5.6
tm417416,Five Feet Apart,MOVIE,2019-01-01,116,"['drama', 'romance']",['US'],7.2,71340.0,73.302,8.3
ts213544,Rookie Historian Goo Hae-Ryung,SHOW,2019-01-01,50,"['comedy', 'drama', 'history', 'romance']",['KR'],8.1,2415.0,21.618,8.2
ts251929,DeMarcus Family Rules,SHOW,2020-01-01,28,['reality'],['US'],6.5,114.0,3.655,4.3
tm880059,All Day and a Night,MOVIE,2020-01-01,121,['drama'],['US'],6.0,4001.0,9.505,6.2
tm457856,ReMastered: The Two Killings of Sam Cooke,MOVIE,2019-01-01,74,"['documentation', 'music']",['US'],7.2,2356.0,4.594,6.9
ts236501,Valeria,SHOW,2020-01-01,41,"['drama', 'comedy', 'romance']",['ES'],6.5,6140.0,38.943,7.5
ts225867,The English Game,SHOW,2020-01-01,47,['drama'],['GB'],0.0,0.0,14.976,7.6
tm418847,The Silence,MOVIE,2019-01-01,90,"['horror', 'drama', 'thriller', 'scifi', 'european']",['DE'],5.3,47111.0,22.654,6.024
ts268551,Run On,SHOW,2020-01-01,70,"['drama', 'romance']",['KR'],7.5,3970.0,16.163,7.8
ts85398,Our Planet,SHOW,2019-01-01,50,['documentation'],['GB'],9.3,45070.0,16.086,8.538
tm459512,To All the Boys: P.S. I Still Love You,MOVIE,2020-01-01,102,"['comedy', 'drama', 'romance']",['US'],6.0,41121.0,23.423,6.889
tm848995,Jingle Jangle: A Christmas Journey,MOVIE,2020-01-01,122,"['fantasy', 'family']",['US'],6.4,19573.0,12.584,6.7
tm890674,Becoming,MOVIE,2020-01-01,89,['documentation'],['US'],7.0,6500.0,9.447,7.507
ts252318,Million Dollar Beach House,SHOW,2020-01-01,28,['reality'],['US'],4.2,859.0,3.275,4.8
tm918962,Fearless,MOVIE,2020-01-01,89,"['animation', 'family', 'scifi', 'documentation', 'comedy']",['CA'],4.9,1843.0,15.236,6.1
tm898262,Coven,MOVIE,2020-01-01,92,"['drama', 'history', 'thriller', 'horror', 'action']","['AR', 'ES', 'FR']",6.4,5217.0,8.211,6.7
ts89182,Green Door,SHOW,2019-01-01,49,"['drama', 'comedy', 'horror', 'thriller']",['TW'],6.4,136.0,1.752,6.8
tm850723,Altered Carbon: Resleeved,MOVIE,2020-01-01,75,"['animation', 'thriller', 'action', 'crime', 'drama', 'scifi']",['JP'],6.5,6467.0,29.946,6.48
tm933826,Serious Men,MOVIE,2020-01-01,115,"['drama', 'comedy']",['IN'],6.8,7813.0,4.428,6.8
ts286390,Merlí. Sapere Aude,SHOW,2019-01-01,45,"['drama', 'comedy']",['ES'],7.7,3010.0,22.686,8.316
tm912373,Jim Jefferies: Intolerant,MOVIE,2020-01-01,66,['comedy'],['US'],7.2,3124.0,5.912,7.16
ts215012,Kipo and the Age of Wonderbeasts,SHOW,2020-01-01,23,"['family', 'fantasy', 'scifi', 'animation', 'action', 'comedy']",['US'],8.3,6278.0,18.595,8.4
tm821143,Ma Rainey's Black Bottom,MOVIE,2020-01-01,94,"['drama', 'music', 'documentation']",['US'],6.9,55009.0,14.034,6.682
tm810423,"Colin Quinn: Red State, Blue State",MOVIE,2019-01-01,65,['comedy'],['US'],7.6,758.0,4.732,7.3
ts252015,GAME ON: A Comedy Crossover Event,SHOW,2020-01-01,28,"['comedy', 'family']",['US'],5.6,244.0,3.702,6.9
tm467299,Anthony Jeselnik: Fire in the Maternity Ward,MOVIE,2019-01-01,64,['comedy'],['US'],7.2,3839.0,5.053,7.1
tm925225,The Shadow,MOVIE,2019-01-01,15,"['drama', 'horror']",[],0.0,0.0,1.219,0.0
ts83657,The Order,SHOW,2019-01-01,48,"['scifi', 'horror', 'drama', 'fantasy']",['US'],6.7,30346.0,24.793,7.818
tm917999,"Rob Schneider: Asian Momma, Mexican Kids",MOVIE,2020-01-01,44,['comedy'],['US'],5.5,716.0,3.651,6.2
ts225716,Family Business,SHOW,2019-01-01,46,"['comedy', 'family']",['FR'],7.4,4477.0,12.27,7.2
ts225460,Freud,SHOW,2020-01-01,53,"['drama', 'thriller', 'crime']","['DE', 'AT']",0.0,0.0,10.131,7.313
tm554944,Love Wedding Repeat,MOVIE,2020-01-01,100,"['comedy', 'romance']","['IT', 'GB']",5.5,21134.0,15.18,5.662
tm483602,Malang,MOVIE,2020-01-01,135,"['drama', 'action', 'crime', 'romance', 'thriller']",['IN'],6.5,11103.0,6.583,7.194
ts84663,The Politician,SHOW,2019-01-01,43,"['comedy', 'drama']",['US'],7.5,23346.0,19.824,7.313
tm847629,Dolly Parton: Here I Am,MOVIE,2019-01-01,90,"['documentation', 'music']",['GB'],7.3,1612.0,4.842,7.5
tm986700,All My Friends Are Dead,MOVIE,2020-01-01,95,"['thriller', 'comedy', 'drama', 'crime']",['PL'],5.8,6829.0,8.201,5.8
ts86365,Rilakkuma and Kaoru,SHOW,2019-01-01,12,"['animation', 'comedy', 'drama', 'family']",['JP'],8.3,1764.0,7.721,7.443
tm840438,Mike Birbiglia: The New One,MOVIE,2019-01-01,85,['comedy'],['US'],7.7,1926.0,3.355,7.2
tm853783,David Attenborough: A Life on Our Planet,MOVIE,2020-01-01,83,['documentation'],['GB'],8.9,32824.0,11.236,8.5
tm448792,In the Shadow of the Moon,MOVIE,2019-01-01,115,"['thriller', 'action', 'crime', 'scifi']","['CA', 'US']",6.2,55322.0,16.69,6.151
tm813936,Adam Devine: Best Time of Our Lives,MOVIE,2019-01-01,58,['comedy'],['US'],5.9,980.0,3.078,6.5
ts269740,How to Ruin Christmas,SHOW,2020-01-01,50,"['drama', 'comedy']",['ZA'],6.4,616.0,7.399,9.143
tm446176,American Factory,MOVIE,2019-01-01,115,['documentation'],['US'],7.4,22635.0,12.112,7.2
ts254045,Sneakerheads,SHOW,2020-01-01,24,['comedy'],['US'],0.0,0.0,8.587,7.5
tm981451,Death to 2020,MOVIE,2020-01-01,70,['comedy'],"['GB', 'US']",6.8,39228.0,14.345,6.534
ts90937,Stateless,SHOW,2020-01-01,53,['drama'],['AU'],7.5,9957.0,8.763,6.7
tm893480,Project Power,MOVIE,2020-01-01,113,"['action', 'scifi', 'thriller', 'crime']",['US'],6.0,91485.0,21.319,6.507
tm879609,Brave Blue World,MOVIE,2020-01-01,50,['documentation'],"['GB', 'CA']",6.7,847.0,6.985,6.3
tm475783,Jo Koy: Comin’ In Hot,MOVIE,2019-01-01,60,['comedy'],['US'],7.4,1253.0,3.598,6.8
ts106126,The Bonfire of Destiny,SHOW,2019-01-01,50,"['drama', 'history']",['FR'],7.6,5382.0,12.999,7.426
ts236769,"Coronavirus, Explained",SHOW,2020-01-01,23,['documentation'],['US'],7.6,2341.0,9.279,7.2
tm461907,Rakkhosh,MOVIE,2019-01-01,113,['horror'],['IN'],4.8,192.0,2.421,6.1
tm845496,Crip Camp: A Disability Revolution,MOVIE,2020-01-01,106,"['documentation', 'history']",['US'],7.7,7790.0,11.319,7.2
tm910612,The Claus Family,MOVIE,2020-01-01,96,"['fantasy', 'comedy', 'family']",['BE'],5.5,2591.0,10.804,5.825
tm452900,ReMastered: Massacre at the Stadium,MOVIE,2019-01-01,64,"['documentation', 'drama']",['CL'],7.3,818.0,2.684,7.4
ts218888,BNA,SHOW,2020-01-01,24,"['action', 'animation', 'scifi', 'comedy', 'fantasy']",['JP'],7.2,2940.0,19.046,8.4
tm822246,The Forty-Year-Old Version,MOVIE,2020-01-01,123,"['drama', 'comedy']",['US'],7.2,5243.0,11.568,6.9
tm818502,"Live Twice, Love Once",MOVIE,2019-01-01,101,"['comedy', 'drama', 'european']",['ES'],7.2,6860.0,11.018,7.479
tm816992,Double World,MOVIE,2020-01-01,110,"['fantasy', 'action']","['CN', 'HK']",6.2,4429.0,10.177,6.668
ts89048,My First First Love,SHOW,2019-01-01,48,['drama'],['KR'],7.5,2535.0,21.832,8.3
tm840761,The Princess Switch: Switched Again,MOVIE,2020-01-01,97,"['family', 'romance', 'comedy']","['US', 'GB']",0.0,0.0,20.384,6.91
tm845370,After the Raid,MOVIE,2019-01-01,25,['documentation'],"['US', 'MX']",0.0,0.0,2.608,5.5
ts218890,Drifting Dragons,SHOW,2020-01-01,24,"['action', 'scifi', 'animation', 'fantasy']",['JP'],6.1,648.0,10.298,7.7
tm886087,Skemerson,MOVIE,2019-01-01,87,['drama'],['ZA'],6.7,45.0,1.003,7.0
tm465231,Nate Bargatze: The Tennessee Kid,MOVIE,2019-01-01,60,['comedy'],['US'],7.6,2075.0,4.997,7.5
tm844497,The Irishman: In Conversation,MOVIE,2019-01-01,23,['documentation'],['US'],0.0,0.0,8.21,7.5
tm442199,Shanghai Fortress,MOVIE,2019-01-01,107,"['scifi', 'war', 'action']",['CN'],4.4,2538.0,17.547,5.578
tm810642,Manmadhudu 2,MOVIE,2019-01-01,155,"['romance', 'comedy', 'drama']",['IN'],4.8,764.0,2.149,6.0
ts254293,The American Barbecue Showdown,SHOW,2020-01-01,44,['reality'],['US'],7.1,1295.0,6.68,5.9
tm452867,Jo Pil-ho: The Dawning Rage,MOVIE,2019-01-01,127,"['drama', 'thriller', 'crime', 'action']",['KR'],6.3,2381.0,12.394,6.068
tm452929,The Little Switzerland,MOVIE,2019-01-01,86,"['comedy', 'european']",['ES'],4.8,1328.0,5.156,4.7
tm458893,"Oh, Ramona!",MOVIE,2019-01-01,109,"['romance', 'comedy', 'european']",['RO'],4.8,9198.0,15.905,5.8
tm938227,Dolly Parton's Christmas on the Square,MOVIE,2020-01-01,98,"['comedy', 'music', 'family']",['US'],5.2,2882.0,7.749,5.925
ts222802,Once Upon a Time in Lingjian Mountain,SHOW,2019-01-01,44,"['scifi', 'action', 'comedy', 'drama', 'fantasy', 'romance']",['CN'],7.2,331.0,5.746,6.2
tm938466,Kitty Love: An Homage to Cats,MOVIE,2020-01-01,60,"['documentation', 'european']",['NL'],5.1,559.0,3.727,4.8
tm824477,Over the Moon,MOVIE,2020-01-01,95,"['scifi', 'romance', 'animation', 'comedy', 'family', 'fantasy']","['CN', 'US']",6.3,23257.0,24.207,7.3
ts251512,Immigration Nation,SHOW,2020-01-01,63,['documentation'],['US'],7.6,1171.0,5.655,6.913
ts219561,"The Mind, Explained",SHOW,2019-01-01,22,['documentation'],['US'],8.0,5651.0,11.101,7.6
ts104840,Skylines,SHOW,2019-01-01,57,"['music', 'crime', 'drama', 'documentation', 'reality']",['DE'],7.5,2794.0,5.372,7.1
ts90621,Kota Factory,SHOW,2019-01-01,41,"['comedy', 'drama']",['IN'],9.0,73794.0,9.148,8.1
ts87680,Playing with Fire,SHOW,2019-01-01,58,['drama'],"['MX', 'US']",5.9,1061.0,15.006,6.056
tm452574,"Ray Romano: Right Here, Around the Corner",MOVIE,2019-01-01,58,"['comedy', 'documentation']",['US'],7.2,1770.0,3.626,6.8
